branch	branch_url	first_commit	last_commit	days_idle	tip_author	author_in_sourcegraph_org	ahead_of_main	behind_main	pr_number	pr_url	pr_opened	pr_author	pr_author_in_sourcegraph_org	pr_status	assessment	change_summary	still_valid
sync/generated-docs	https://github.com/sourcegraph/docs/tree/sync/generated-docs	2026-09-11	2026-09-11	0	buildkite-at-sourcegraph	bot	1	0	1883	https://github.com/sourcegraph/docs/pull/1883	2026-09-09	sourcegraph-buildkite	bot	open review=APPROVED merge=UNSTABLE checks=FAILURE	ACTIVE: open PR	Refreshes generated admin code-host/site-config and telemetry references, self-hosted alert/dashboard references, and CLI pages (adding debug, search-jobs, snapshot, and teams) from the current product source; the content notes the 7.0 removal of single-container deployments. No tooling or unrelated hand-written docs change.	VALID: active generated-docs sync PR #1883 from current product source; merge via its normal flow
sync/2024-03-19/11-37-43	https://github.com/sourcegraph/docs/tree/sync/2024-03-19/11-37-43	2024-03-19	2024-03-19	906	jhchabran	no	1	1385						no PR	DELETE?: no PR, idle >180d; author left org	A failed-looking sync that merely appends local source-file paths to 12 admin observability pages and 60 CLI reference pages, while deleting docs/cli/references/BUILD.bazel; it does not import actual generated content. Byte-for-byte identical to sync/2024-03-19/11-42-36.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2024-03-19/11-42-36	https://github.com/sourcegraph/docs/tree/sync/2024-03-19/11-42-36	2024-03-19	2024-03-19	906	jhchabran	no	1	1385	167	https://github.com/sourcegraph/docs/pull/167	2024-03-19	jhchabran	no	closed unmerged 2024-03-19	DELETE: PR closed without merge; author left org	A failed-looking sync that merely appends local source-file paths to 12 admin observability pages and 60 CLI reference pages, while deleting docs/cli/references/BUILD.bazel; it does not import actual generated content. Byte-for-byte identical to sync/2024-03-19/11-37-43.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2024-03-19/12-42-24	https://github.com/sourcegraph/docs/tree/sync/2024-03-19/12-42-24	2024-03-19	2024-03-19	906	jhchabran	no	1	1385						no PR	DELETE?: no PR, idle >180d; author left org	Imports a full generated set of admin observability documentation (including very large alerts and dashboards pages) and the complete CLI reference, while deleting docs/cli/references/BUILD.bazel; no product version is stated. Byte-for-byte identical to sync/2024-03-19/12-43-24.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2024-03-19/12-43-24	https://github.com/sourcegraph/docs/tree/sync/2024-03-19/12-43-24	2024-03-19	2024-03-19	906	jhchabran	no	1	1385	168	https://github.com/sourcegraph/docs/pull/168	2024-03-19	jhchabran	no	closed unmerged 2024-03-19	DELETE: PR closed without merge; author left org	Imports a full generated set of admin observability documentation (including very large alerts and dashboards pages) and the complete CLI reference, while deleting docs/cli/references/BUILD.bazel; no product version is stated. Byte-for-byte identical to sync/2024-03-19/12-42-24.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2024-03-19/22-21-04	https://github.com/sourcegraph/docs/tree/sync/2024-03-19/22-21-04	2024-03-19	2024-03-19	905	jhchabran	no	1	1377						no PR	DELETE?: no PR, idle >180d; author left org	Adds generated admin alert and dashboard references and refreshes roughly 34 CLI reference pages after the Markdown-to-MDX transition, while deleting docs/cli/references/BUILD.bazel; no product version is stated. Byte-for-byte identical to sync/2024-03-20/09-56-21.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2024-03-20/09-56-21	https://github.com/sourcegraph/docs/tree/sync/2024-03-20/09-56-21	2024-03-20	2024-03-20	905	jhchabran	no	1	1374						no PR	DELETE?: no PR, idle >180d; author left org	Adds generated admin alert and dashboard references and refreshes roughly 34 CLI reference pages after the Markdown-to-MDX transition, while deleting docs/cli/references/BUILD.bazel; no product version is stated. Byte-for-byte identical to sync/2024-03-19/22-21-04.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2024-03-20/11-02-29	https://github.com/sourcegraph/docs/tree/sync/2024-03-20/11-02-29	2024-03-20	2024-03-20	905	jhchabran	no	1	1374						no PR	DELETE?: no PR, idle >180d; author left org	Adds generated admin alert and an expanded dashboard reference, plus the same broad CLI-reference refresh and BUILD.bazel deletion as the other March 20 runs; no product version is stated. Near-duplicate of sync/2024-03-20/15-24-48 and later March 20 runs, differing mainly in generated escaping/formatting.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2024-03-20/15-24-48	https://github.com/sourcegraph/docs/tree/sync/2024-03-20/15-24-48	2024-03-20	2024-03-20	905	jhchabran	no	1	1374						no PR	DELETE?: no PR, idle >180d; author left org	Adds generated admin alert/dashboard references and refreshes roughly 34 CLI pages, while deleting docs/cli/references/BUILD.bazel; no product version is stated. Near-duplicate of sync/2024-03-20/11-02-29 and sync/2024-03-20/15-33-32, with the same file/count stat but formatting differences.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2024-03-20/15-33-32	https://github.com/sourcegraph/docs/tree/sync/2024-03-20/15-33-32	2024-03-20	2024-03-20	905	jhchabran	no	1	1374						no PR	DELETE?: no PR, idle >180d; author left org	Adds generated admin alert/dashboard references and refreshes roughly 34 CLI pages, while deleting docs/cli/references/BUILD.bazel; no product version is stated. Near-duplicate of sync/2024-03-20/15-24-48 and the later March 20 runs, with generated escaping differences.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2024-03-20/15-36-36	https://github.com/sourcegraph/docs/tree/sync/2024-03-20/15-36-36	2024-03-20	2024-03-20	905	jhchabran	no	1	1374						no PR	DELETE?: no PR, idle >180d; author left org	Adds generated admin alert/dashboard references and refreshes roughly 34 CLI pages, while deleting docs/cli/references/BUILD.bazel; no product version is stated. Byte-for-byte identical to sync/2024-03-20/15-40-05 and near-duplicate of sync/2024-03-20/15-33-32.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2024-03-20/15-40-05	https://github.com/sourcegraph/docs/tree/sync/2024-03-20/15-40-05	2024-03-20	2024-03-20	905	jhchabran	no	1	1374						no PR	DELETE?: no PR, idle >180d; author left org	Adds generated admin alert/dashboard references and refreshes roughly 34 CLI pages, while deleting docs/cli/references/BUILD.bazel; no product version is stated. Byte-for-byte identical to sync/2024-03-20/15-36-36 and near-duplicate of sync/2024-03-20/15-33-32.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2024-03-20/15-50-12	https://github.com/sourcegraph/docs/tree/sync/2024-03-20/15-50-12	2024-03-20	2024-03-20	905	jhchabran	no	1	1374						no PR	DELETE?: no PR, idle >180d; author left org	Adds generated admin alert/dashboard references and refreshes roughly 34 CLI pages, while deleting docs/cli/references/BUILD.bazel; no product version is stated. Near-duplicate of sync/2024-03-20/15-33-32, differing in progressively escaped generated MDX.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2024-03-20/15-53-35	https://github.com/sourcegraph/docs/tree/sync/2024-03-20/15-53-35	2024-03-20	2024-03-20	905	jhchabran	no	1	1374						no PR	DELETE?: no PR, idle >180d; author left org	Adds generated admin alert/dashboard references and refreshes roughly 34 CLI pages, while deleting docs/cli/references/BUILD.bazel; no product version is stated. Near-duplicate of sync/2024-03-20/15-33-32, with HTML-entity and escaping differences.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2024-03-20/16-06-44	https://github.com/sourcegraph/docs/tree/sync/2024-03-20/16-06-44	2024-03-20	2024-03-20	905	jhchabran	no	1	1374						no PR	DELETE?: no PR, idle >180d; author left org	Adds generated admin alert/dashboard references and refreshes roughly 34 CLI pages, while deleting docs/cli/references/BUILD.bazel; no product version is stated. Near-duplicate of sync/2024-03-20/15-53-35 and the other same-stat March 20 runs.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2024-03-20/16-26-16	https://github.com/sourcegraph/docs/tree/sync/2024-03-20/16-26-16	2024-03-20	2024-03-20	905	jhchabran	no	1	1367						no PR	DELETE?: no PR, idle >180d; author left org	Adds generated admin alert/dashboard references and refreshes roughly 34 CLI pages, while deleting docs/cli/references/BUILD.bazel; no product version is stated. Near-duplicate of sync/2024-03-20/15-33-32 and the other same-stat March 20 runs, differing only in generated MDX escaping/formatting.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2024-03-20/17-10-19	https://github.com/sourcegraph/docs/tree/sync/2024-03-20/17-10-19	2024-03-20	2024-03-20	905	jhchabran	no	1	1367						no PR	DELETE?: no PR, idle >180d; author left org	Adds generated admin alert/dashboard references and refreshes roughly 34 CLI pages, while deleting docs/cli/references/BUILD.bazel; no product version is stated. Near-duplicate of sync/2024-03-20/16-26-16 and the other same-stat March 20 runs, with escaping differences.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2024-03-20/17-28-52	https://github.com/sourcegraph/docs/tree/sync/2024-03-20/17-28-52	2024-03-20	2024-03-20	905	jhchabran	no	1	1355						no PR	DELETE?: no PR, idle >180d; author left org	Adds generated admin alert/dashboard references and refreshes roughly 34 CLI pages, while deleting docs/cli/references/BUILD.bazel; no product version is stated. Near-duplicate of sync/2024-03-20/17-10-19 and the other same-stat March 20 runs, with escaping differences.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2024-03-20/18-50-55	https://github.com/sourcegraph/docs/tree/sync/2024-03-20/18-50-55	2024-03-20	2024-03-20	904	jhchabran	no	1	1355						no PR	DELETE?: no PR, idle >180d; author left org	Adds generated admin alert/dashboard references and refreshes roughly 34 CLI pages, while deleting docs/cli/references/BUILD.bazel; no product version is stated. Near-duplicate of sync/2024-03-20/17-28-52 and the other same-stat March 20 runs, with escaping differences.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2024-03-20/19-41-47	https://github.com/sourcegraph/docs/tree/sync/2024-03-20/19-41-47	2024-03-20	2024-03-20	904	jhchabran	no	1	1355						no PR	DELETE?: no PR, idle >180d; author left org	Adds generated admin alert/dashboard references and refreshes roughly 34 CLI pages, while deleting docs/cli/references/BUILD.bazel; no product version is stated. Near-duplicate of sync/2024-03-20/18-50-55 and the other same-stat March 20 runs, with escaping differences.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2024-03-20/19-56-25	https://github.com/sourcegraph/docs/tree/sync/2024-03-20/19-56-25	2024-03-20	2024-03-20	904	jhchabran	no	1	1355						no PR	DELETE?: no PR, idle >180d; author left org	Adds generated admin alert/dashboard references and refreshes roughly 34 CLI pages, while deleting docs/cli/references/BUILD.bazel; no product version is stated. Near-duplicate of sync/2024-03-20/19-41-47 and the other same-stat March 20 runs, with escaping differences.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2025-11-04/10-20-04	https://github.com/sourcegraph/docs/tree/sync/2025-11-04/10-20-04	2025-11-04	2025-11-04	311	burmudar	yes	1	370						no PR	DELETE?: no PR, idle >180d	Regenerates the large admin observability alert/dashboard references and refreshes 43 CLI command pages; no product version is stated. It contains no tooling or unrelated hand-written documentation changes.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2025-12-16/09-46-27	https://github.com/sourcegraph/docs/tree/sync/2025-12-16/09-46-27	2025-12-16	2025-12-16	268	julialeex	yes	1	278						no PR	DELETE?: no PR, idle >180d	Regenerates self-hosted alert/dashboard references and the Cody supported-models table (including Claude 4.5 models), with tiny CLI index and serve-git updates; model notes reference Sourcegraph 6.4+, 6.3.416, and 6.9.2509. Byte-for-byte identical to sync/2025-12-16/09-47-55.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2025-12-16/09-47-55	https://github.com/sourcegraph/docs/tree/sync/2025-12-16/09-47-55	2025-12-16	2025-12-16	268	julialeex	yes	1	278						no PR	DELETE?: no PR, idle >180d	Regenerates self-hosted alert/dashboard references and the Cody supported-models table (including Claude 4.5 models), with tiny CLI index and serve-git updates; model notes reference Sourcegraph 6.4+, 6.3.416, and 6.9.2509. Byte-for-byte identical to sync/2025-12-16/09-46-27.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2025-12-18/15-21-26	https://github.com/sourcegraph/docs/tree/sync/2025-12-18/15-21-26	2025-12-18	2025-12-18	266	bobheadxi	yes	1	270	1493	https://github.com/sourcegraph/docs/pull/1493	2025-12-18	bobheadxi	yes	closed unmerged 2025-12-18	DELETE: PR closed without merge	Refreshes generated admin code-host, Perforce, settings, and site-configuration references from the December 18 product snapshot, replacing prior v6.11.1446 generation stamps. Near-duplicate of sync/2025-12-18/15-32-28 and sync/2025-12-18/15-33-59; differences are small generated site-config/link and timestamp changes.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2025-12-18/15-32-28	https://github.com/sourcegraph/docs/tree/sync/2025-12-18/15-32-28	2025-12-18	2025-12-18	266	bobheadxi	yes	1	270	1494	https://github.com/sourcegraph/docs/pull/1494	2025-12-18	bobheadxi	yes	closed unmerged 2025-12-18	DELETE: PR closed without merge	Refreshes generated admin code-host, Perforce, settings, and site-configuration references from the December 18 product snapshot, replacing prior v6.11.1446 generation stamps. Near-duplicate of sync/2025-12-18/15-21-26 and sync/2025-12-18/15-33-59; differences are small generated site-config/link and timestamp changes.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
sync/2025-12-18/15-33-59	https://github.com/sourcegraph/docs/tree/sync/2025-12-18/15-33-59	2025-12-18	2025-12-18	266	bobheadxi	yes	1	270	1495	https://github.com/sourcegraph/docs/pull/1495	2025-12-18	bobheadxi	yes	closed unmerged 2025-12-18	DELETE: PR closed without merge	Refreshes generated admin code-host, Perforce, settings, and site-configuration references from the December 18 product snapshot, replacing prior v6.11.1446 generation stamps. Near-duplicate of sync/2025-12-18/15-21-26 and sync/2025-12-18/15-32-28; differences are small generated site-config/link and timestamp changes.	OUTDATED: generated from an older product version; superseded by the sourcegraph-buildkite sync/generated-docs PR #1883. Regenerate, do not merge
test-commit-signing	https://github.com/sourcegraph/docs/tree/test-commit-signing	2024-12-11	2024-12-11	638		unknown (no GitHub login on commit)	1	813	845	https://github.com/sourcegraph/docs/pull/845	2024-12-11	loujar	no	closed unmerged 2024-12-11	DELETE: PR closed without merge	no substantive change (README test line only)	N/A: tooling/test/formatting/link fixes, no product claims
test-pr	https://github.com/sourcegraph/docs/tree/test-pr	2023-12-15	2023-12-15	1000	MaedahBatool	no	1	1659	11	https://github.com/sourcegraph/docs/pull/11	2023-12-15	MaedahBatool	no	closed unmerged 2023-12-15	DELETE: PR closed without merge; author left org	no substantive change (README test text only)	N/A: tooling/test/formatting/link fixes, no product claims
tl/less-purple-code-blocks	https://github.com/sourcegraph/docs/tree/tl/less-purple-code-blocks	2025-02-20	2025-02-23	564	toolmantim	no	2	687	992	https://github.com/sourcegraph/docs/pull/992	2025-02-20	toolmantim	no	closed unmerged 2025-05-28	DELETE: PR closed without merge; author left org	Changes site styling only: replaces purple code-block and copy-button colors with neutral gray/slate styling and removes purple syntax-highlight defaults.	N/A: tooling/test/formatting/link fixes, no product claims
tr/change-cloud-instance-page-title	https://github.com/sourcegraph/docs/tree/tr/change-cloud-instance-page-title	2025-12-09	2025-12-09	276	taiyab	yes	1	307	1470	https://github.com/sourcegraph/docs/pull/1470	2025-12-09	taiyab	yes	closed unmerged 2026-08-26	DELETE: PR closed without merge	Renames the getting-started page title from “Create a Cloud instance” to “Sourcegraph Cloud.”	ALREADY DOCUMENTED: cloud/index.mdx is titled Sourcegraph Cloud (https://sourcegraph.sourcegraph.com/deepsearch/90890366-ec4b-497d-8afc-2876cd37041b)
ts-enablement-guides	https://github.com/sourcegraph/docs/tree/ts-enablement-guides	2024-03-27	2024-04-01	892		unknown (no GitHub login on commit)	2	1322	209	https://github.com/sourcegraph/docs/pull/209	2024-03-27	MaedahBatool	no	closed unmerged 2024-10-11	DELETE: PR closed without merge	Refactors shared Cody chat, web, VS Code, and JetBrains instructions into reusable MDX blocks and adds an Enterprise end-user start guide. It documents file/symbol context selection, code insertion, Cody for Web as experimental, extension installation, and Enterprise instance/token sign-in flows.	OUTDATED: Free/Pro gone; Cody Web is not experimental (https://sourcegraph.sourcegraph.com/deepsearch/15cee0a2-d598-4086-9f0b-b1b68cdf8504)
ty/cody-ignore	https://github.com/sourcegraph/docs/tree/ty/cody-ignore	2024-05-02	2024-05-21	842	MaedahBatool	no	29	1197	292	https://github.com/sourcegraph/docs/pull/292	2024-05-02	taras-yemets	yes	closed unmerged 2024-05-28	DELETE: PR closed without merge; author left org	Expands Cody ignore-context docs to distinguish Enterprise Context Filters from `.cody/ignore`. It says Context Filters require Sourcegraph 5.4+, VS Code 1.20+ or JetBrains 6.0+, the `cody-context-filters-enabled` flag, and `cody.contextFilters` site config with RE2 include/exclude repository patterns.	ALREADY DOCUMENTED (https://sourcegraph.sourcegraph.com/deepsearch/15cee0a2-d598-4086-9f0b-b1b68cdf8504)
ty/gpt-4o-support-for-enterprise	https://github.com/sourcegraph/docs/tree/ty/gpt-4o-support-for-enterprise	2024-05-29	2024-05-29	835	taras-yemets	yes	1	1186	364	https://github.com/sourcegraph/docs/pull/364	2024-05-29	taras-yemets	yes	closed unmerged 2024-06-19	DELETE: PR closed without merge	Updates the Cody supported-models table to say GPT-4o is supported for Enterprise as well as Pro.	OUTDATED: GPT-4o dropped from the enterprise model catalog (https://sourcegraph.sourcegraph.com/deepsearch/39ca144e-3a89-49e6-9065-47d3495e7ed4)
update-pr-auditor	https://github.com/sourcegraph/docs/tree/update-pr-auditor	2024-06-10	2024-06-10	823		unknown (no GitHub login on commit)	1	1157	398	https://github.com/sourcegraph/docs/pull/398	2024-06-10	BolajiOlajide	yes	closed unmerged 2024-06-10	DELETE: PR closed without merge	Changes only CI tooling: the PR auditor workflow checks out `sourcegraph/devx-service` instead of `sourcegraph/pr-auditor` and runs `go run ./cmd/pr-auditor` instead of `check-pr.sh`.	N/A: tooling/test/formatting/link fixes, no product claims
update-search-jobs-docs	https://github.com/sourcegraph/docs/tree/update-search-jobs-docs		2024-01-22	963	stefanhengl	yes	0	1603	40	https://github.com/sourcegraph/docs/pull/40	2024-01-17	stefanhengl	yes	merged 2024-01-23	DELETE: no commits beyond main	no diff: branch tip is already in main	N/A: no diff, branch tip is already in main
vb/deepsearch-search-contexts-docs	https://github.com/sourcegraph/docs/tree/vb/deepsearch-search-contexts-docs	2026-05-01	2026-05-01	133	valerybugakov	yes	1	114	1766	https://github.com/sourcegraph/docs/pull/1766	2026-05-01	valerybugakov	yes	closed unmerged 2026-05-06	DELETE: PR closed without merge	Documents that Deep Search can search query-based contexts containing repository, file, language, case, and content filters, but can only enumerate repositories when the context has repository constraints. It recommends direct searching or repository-only/repository-defined contexts when listing fails.	ALREADY DOCUMENTED; claimed search-context limitation NOT FOUND in code (https://sourcegraph.sourcegraph.com/deepsearch/7d61aa33-2fff-4c62-a9fe-0abb9929a4ea)
vincent/add-gql-ratelimits	https://github.com/sourcegraph/docs/tree/vincent/add-gql-ratelimits		2023-12-27	989	evict	no	0	1642	17	https://github.com/sourcegraph/docs/pull/17	2023-12-27	evict	no	merged 2023-12-27	DELETE: no commits beyond main; author left org	no diff: branch tip is already in main	N/A: no diff, branch tip is already in main
vk/add-search-filters-panel-doc	https://github.com/sourcegraph/docs/tree/vk/add-search-filters-panel-doc	2024-02-12	2024-02-12	942	taiyab	yes	4	1507	89	https://github.com/sourcegraph/docs/pull/89	2024-02-12	vovakulikov	yes	closed unmerged 2024-02-12	DELETE: PR closed without merge	Adds a Code Search Filters UI page explaining that panel options derive from returned matches, default searches cover content/repository/file types, and filters are non-exhaustive unless `count:all` is used. It says selected filters persist in URLs, can be moved into the query, and apply globally, which can produce unexpected results with complex AND/OR queries.	ALREADY DOCUMENTED in search-filters.mdx (https://sourcegraph.sourcegraph.com/deepsearch/0223cab2-d3a8-48a3-b728-693f8ded4396)
vsc-hotkeys	https://github.com/sourcegraph/docs/tree/vsc-hotkeys	2024-04-05	2024-04-05	889	MaedahBatool	no	1	1292	239	https://github.com/sourcegraph/docs/pull/239	2024-04-05	MaedahBatool	no	closed unmerged 2025-07-19	DELETE: PR closed without merge; author left org	Adds Cody for VS Code instructions for finding bindable keyboard shortcuts under the Cody sidebar's Settings & Support menu.	ALREADY DOCUMENTED (https://sourcegraph.sourcegraph.com/deepsearch/15cee0a2-d598-4086-9f0b-b1b68cdf8504)
wb/exec-install-binary-exec	https://github.com/sourcegraph/docs/tree/wb/exec-install-binary-exec	2026-07-23	2026-07-23	50	burmudar	yes	1	61	1824	https://github.com/sourcegraph/docs/pull/1824	2026-07-23	burmudar	yes	open review=REVIEW_REQUIRED merge=BEHIND checks=SUCCESS	REVIEW: open PR idle 30-90d	Updates binary executor deployment to install both `src-cli` and `batch-exec` in Docker-only mode, noting that executors automatically download a matching internal `batch-exec` binary.	OUTDATED: executor install no longer installs src-cli (https://sourcegraph.sourcegraph.com/deepsearch/44d74fd9-7e50-41dd-996b-3190bd2828fe)
wb/mcp-tabs	https://github.com/sourcegraph/docs/tree/wb/mcp-tabs	2025-11-21	2025-11-21	294	burmudar	yes	1	340	1440	https://github.com/sourcegraph/docs/pull/1440	2025-11-21	burmudar	yes	closed unmerged 2025-11-27	DELETE: PR closed without merge	Reformats the Sourcegraph MCP API setup page into tabs for Amp VS Code, Amp CLI, Claude Code, Claude Desktop, Cursor, and other clients while preserving their token/OAuth configuration examples. The substantive setup content is unchanged.	ALREADY DOCUMENTED (https://sourcegraph.sourcegraph.com/deepsearch/15cee0a2-d598-4086-9f0b-b1b68cdf8504)
wb/token-test	https://github.com/sourcegraph/docs/tree/wb/token-test	2025-05-16	2025-05-16	483	burmudar	yes	1	567	1142	https://github.com/sourcegraph/docs/pull/1142	2025-05-16	sourcegraph-bot-devx	bot	closed unmerged 2025-05-16	DELETE: PR closed without merge	no substantive change (empty file only)	N/A: tooling/test/formatting/link fixes, no product claims
wb/use-mise	https://github.com/sourcegraph/docs/tree/wb/use-mise	2025-05-22	2025-05-22	477	burmudar	yes	1	563	1151	https://github.com/sourcegraph/docs/pull/1151	2025-05-22	burmudar	yes	closed unmerged 2025-05-22	DELETE: PR closed without merge	Changes only CI tooling by adding a `.use-mise` marker that tells stateless CI agents to install tools with mise rather than ASDF during the migration.	N/A: tooling/test/formatting/link fixes, no product claims
wg/rel/extra-note-on-PG16-upgrade	https://github.com/sourcegraph/docs/tree/wg/rel/extra-note-on-PG16-upgrade	2025-01-31	2025-02-01	587	Chickensoupwithrice	no	4	739	945	https://github.com/sourcegraph/docs/pull/945	2025-01-31	DaedalusG	yes	closed unmerged 2025-02-03	DELETE: PR closed without merge; author left org	Adds Docker Compose and Kubernetes upgrade guidance for moving built-in PostgreSQL 12 databases to PostgreSQL 16 using images available from Sourcegraph 5.10. It adds a detailed Docker Compose 6.0+ runbook covering database-only startup, renamed images, Migrator `upgrade --from/--to`, optional dry-run, and restarting services.	OUTDATED: migrator upgrade --from/--to removed in 6.12; PG12 to PG16 runbook already on main (https://sourcegraph.sourcegraph.com/deepsearch/a09b0e4c-0875-4195-b1ad-ab142e29f646)
wg/rel/extract-custom-description-from-docs-schemas	https://github.com/sourcegraph/docs/tree/wg/rel/extract-custom-description-from-docs-schemas	2025-06-26	2025-06-26	442	DaedalusG	yes	1	515	1215	https://github.com/sourcegraph/docs/pull/1215	2025-06-26	DaedalusG	yes	closed unmerged 2025-06-26	DELETE: PR closed without merge	Adds generated configuration notes and security guidance to schema-backed docs for all major code hosts, Perforce, site configuration, and settings. The additions describe authentication, repository discovery/filtering, permissions, regional or polling behavior, and least-privilege/credential-rotation practices, preparing custom descriptions for automated schema sync.	OUTDATED: hand-edits generated schema reference pages that sync/generated-docs regenerates; would be overwritten
wg/rel/update-latest-5.10.3940	https://github.com/sourcegraph/docs/tree/wg/rel/update-latest-5.10.3940	2024-12-19	2024-12-19	631	DaedalusG	yes	1	797	867	https://github.com/sourcegraph/docs/pull/867	2024-12-19	DaedalusG	yes	closed unmerged 2024-12-19	DELETE: PR closed without merge	Adds Sourcegraph 5.10.3940 to the releases page as the latest 5.10 release.	OUTDATED: releases.mdx renders SupportedReleasesTable from data; 5.10 out of support (https://sourcegraph.sourcegraph.com/deepsearch/90890366-ec4b-497d-8afc-2876cd37041b)
wg/remove-ref-to-old-docsite-testing	https://github.com/sourcegraph/docs/tree/wg/remove-ref-to-old-docsite-testing	2024-03-28	2024-03-28	896	DaedalusG	yes	1	1312	218	https://github.com/sourcegraph/docs/pull/218	2024-03-28	DaedalusG	yes	closed unmerged 2024-04-29	DELETE: PR closed without merge	Rewrites current and versioned 5.2 contributor docs for testing documentation changes, replacing references to the old docs-site workflow with local `pnpm dev`, production builds, and Vercel preview deployments. It also trims obsolete local-monitoring and testing-principles references.	OUTDATED: touches versioned 5.2 contributor docs that no longer exist on main; pnpm dev / Vercel preview flow already documented
will/rules_apko_updates	https://github.com/sourcegraph/docs/tree/will/rules_apko_updates	2024-04-05	2024-04-05	889	willdollman	no	2	1287	237	https://github.com/sourcegraph/docs/pull/237	2024-04-05	willdollman	no	closed unmerged 2024-05-07	DELETE: PR closed without merge; author left org	Updates developer Wolfi/apko instructions: `sg wolfi image` builds the base image and automatically refreshes its lock, while Bazel builds the full Sourcegraph image. It says Buildkite publishes changed packages to the development repository and provides local testing instructions.	MOSTLY ACCURATE but belongs upstream: wolfi-images/README.md in sourcegraph/sourcegraph already covers it; lock refresh is sg wolfi lock, not part of sg wolfi image (https://sourcegraph.sourcegraph.com/deepsearch/a09b0e4c-0875-4195-b1ad-ab142e29f646)
will/test-pr	https://github.com/sourcegraph/docs/tree/will/test-pr	2024-04-23	2024-04-23	871	willdollman	no	1	1248	273	https://github.com/sourcegraph/docs/pull/273	2024-04-23	willdollman	no	closed unmerged 2024-04-30	DELETE: PR closed without merge; author left org	no substantive change (README test text only)	N/A: tooling/test/formatting/link fixes, no product claims
will/test-pr2	https://github.com/sourcegraph/docs/tree/will/test-pr2	2024-10-22	2024-10-22	689	willdollman	no	1	913	726	https://github.com/sourcegraph/docs/pull/726	2024-10-22	willdollman	no	closed unmerged 2024-10-22	DELETE: PR closed without merge; author left org	no substantive change (README test text only)	N/A: tooling/test/formatting/link fixes, no product claims
will/test-pr-2	https://github.com/sourcegraph/docs/tree/will/test-pr-2		2024-04-23	871	willdollman	no	0	1246						no PR	DELETE: no commits beyond main; author left org	no diff: branch tip is already in main	N/A: no diff, branch tip is already in main
